Administrative,Informational,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0,4,55,0,500,0,0,3,2,2,1,1,1,0,0
0,0,4,34,10,1500,0,0,3,3,2,6,1,1,0,0
1,0,8,163,0,112,0,0,3,3,2,1,2,2,1,0
0,0,7,287,0,429,0,0,3,3,3,3,1,1,0,0
0,0,20,1396,0,112,0,0,3,1,1,1,9,2,1,0
1,0,10,90,0,182,0,0,3,2,2,2,10,2,0,0
5,1,5,142,0,223,0,0,3,2,2,3,2,2,0,0
2,0,9,417,0,46,0,0,3,3,2,6,2,2,1,0
1,4,12,414,0,40,0,0,3,1,1,1,2,1,0,0
0,0,2,403,10,1500,0,0,3,2,10,3,3,1,0,0
0,0,6,106,10,1167,0,0,3,3,2,1,1,1,1,0
4,1,16,515,0,106,0,0,3,3,2,3,6,1,1,0
0,0,26,392,1,302,0,0,3,2,2,4,1,1,0,0
0,0,1,0,20,2000,0,0,3,2,4,3,1,1,0,0
2,0,25,1720,0,77,60,0,3,2,5,3,1,1,0,1
1,0,8,227,0,125,0,0,3,3,2,1,13,1,0,0
0,0,10,131,6,834,27,0,3,3,2,1,8,1,0,0
7,0,14,193,0,134,0,0,3,2,2,1,1,1,0,0
4,0,20,746,1,286,0,0,3,2,2,1,10,1,0,0
2,0,5,97,0,334,0,0,3,3,3,1,10,1,0,0
0,0,4,233,5,750,0,0,3,2,4,2,1,1,0,0
7,1,20,1410,1,356,0,0,3,3,2,3,2,1,0,0
0,0,12,449,0,334,0,0,3,2,2,1,2,1,0,0
0,0,6,74,4,445,0,0,3,3,2,3,2,1,0,0
4,1,10,387,0,154,65,0,3,1,1,7,8,1,0,1
1,0,16,639,0,125,20,0,3,2,4,2,2,2,0,0
3,0,17,490,0,118,0,0,3,1,1,1,3,2,1,0
1,0,23,661,0,250,0,0,3,2,4,1,3,1,1,0
4,3,44,1490,1,147,0,0,3,3,2,6,1,1,1,0
1,0,20,2271,0,239,10,0,3,2,2,3,6,1,0,1
1,0,12,121,3,250,0,0,3,3,2,4,2,1,0,0
0,0,15,296,0,400,0,0,3,2,5,2,3,1,0,0
3,0,0,0,0,334,0,0,3,3,2,6,3,1,0,0
0,0,12,482,0,182,74,0,3,1,1,1,2,2,0,1
2,0,13,310,0,134,0,0,3,2,2,2,2,2,0,0
0,0,7,55,6,1143,0,0,3,2,2,1,1,1,0,0
2,0,14,851,0,143,23,0,3,1,1,1,2,2,1,1
0,0,1,0,20,2000,0,0,3,3,2,3,1,1,0,0
0,0,3,55,7,1000,0,0,3,3,2,3,3,1,0,0
0,0,7,89,0,429,0,0,3,2,2,1,1,1,0,0
2,0,25,894,0,97,0,0,3,2,4,4,1,1,0,0
3,0,12,527,3,586,0,0,3,1,1,3,1,1,0,0
2,0,26,536,1,106,0,0,3,2,4,3,10,1,0,0
3,0,18,885,3,412,0,0,3,2,2,3,10,1,0,0
0,0,2,24,0,500,0,0,3,3,2,3,3,1,0,0
0,3,22,2176,1,494,0,0,3,2,2,3,1,1,0,0
2,0,8,57,0,572,0,0,3,1,2,4,8,2,0,0
0,0,28,1029,0,90,0,0,3,2,4,1,2,1,0,0
0,0,4,93,0,1000,0,0,3,2,2,9,6,1,0,0
8,6,35,1374,1,182,14,0,3,2,2,6,2,1,0,0
8,0,34,992,1,145,11,0,3,2,2,2,2,1,0,0
0,0,1,1,0,1000,0,0,3,2,2,2,1,1,0,0
0,0,7,148,3,458,0,0,3,1,1,6,3,1,0,0
0,0,2,0,20,2000,0,0,3,3,2,4,1,1,0,0
0,0,1,0,20,2000,0,0,3,2,2,1,1,1,0,0
0,0,9,1226,3,445,0,0,3,1,2,9,1,1,0,0
0,0,3,183,0,667,0,0,3,1,1,1,1,1,1,0
0,0,10,251,0,100,0,0,3,2,2,4,3,1,0,0
2,1,9,149,2,220,0,0,3,3,2,1,1,1,0,0
2,1,16,505,1,191,10,0,3,2,2,3,8,1,0,0
0,0,43,1651,0,39,0,0,3,2,2,7,3,1,1,0
0,1,28,2744,3,426,0,0,3,2,5,2,1,1,0,0
5,0,37,1289,1,281,0,0,3,2,2,1,1,1,0,0
0,0,15,448,3,654,0,0,3,3,2,4,1,1,1,0
10,1,41,1664,1,160,14,0,3,1,1,1,2,1,0,1
5,0,22,1166,0,13,0,0,3,2,2,8,2,2,0,0
2,0,3,17,0,500,0,0,3,3,2,1,2,2,1,0
1,1,46,1039,3,391,13,0,3,2,2,6,1,1,0,1
0,0,12,250,1,250,0,0,3,2,7,7,1,1,0,0
5,2,17,1303,0,167,0,0,3,1,1,1,10,1,0,0
0,0,10,173,1,434,0,0,3,2,2,3,6,1,0,0
6,0,50,926,0,102,14,0,3,2,2,1,2,1,0,1
4,2,38,1525,0,67,0,0,3,2,2,3,2,2,1,0
4,0,13,288,2,375,0,0,3,1,1,4,2,1,1,0
0,0,1,0,20,2000,0,0,3,2,2,1,1,1,1,0
0,2,3,47,4,800,0,0,3,1,1,6,1,1,1,0
0,0,1,0,20,2000,0,0,3,2,2,3,1,1,0,0
0,0,4,63,0,500,0,0,3,1,1,2,3,1,0,0
0,0,13,1477,1,129,0,0,3,2,2,3,8,1,0,0
0,0,9,685,0,223,0,0,3,2,2,7,1,1,0,0
5,0,74,2397,1,204,15,0,3,2,5,6,1,1,0,0
0,0,7,452,3,762,0,0,3,3,2,1,3,1,1,0
0,0,25,1513,0,240,0,0,3,2,2,3,11,1,0,0
1,0,14,307,0,45,0,0,3,2,2,3,2,1,0,0
0,0,5,62,12,1400,0,0,3,3,2,3,1,1,0,0
6,0,48,3333,0,79,11,0,3,1,1,1,3,1,0,0
1,1,22,2816,0,125,0,0,3,2,2,3,2,1,0,0
3,0,13,957,0,400,0,0,3,2,2,1,13,1,0,0
7,0,37,1501,2,154,39,0,3,2,4,1,2,1,0,0
0,0,20,2271,0,250,0,0,3,2,2,1,1,1,0,0
2,0,8,589,0,75,0,0,3,1,1,1,2,1,0,0
4,0,27,1213,0,210,15,0,3,2,2,7,2,1,0,1
5,0,23,793,0,108,261,0,3,2,2,1,8,2,0,1
5,2,25,440,0,234,0,0,3,2,2,7,2,1,0,0
0,0,2,5,0,1000,0,0,3,2,2,1,2,1,0,0
1,0,22,526,0,78,0,0,3,3,2,7,1,1,0,0
11,0,40,1338,1,224,0,0,3,3,2,3,3,1,1,0
4,3,43,1771,1,152,0,0,3,2,5,6,2,1,0,0
9,0,27,1085,0,108,23,0,3,2,2,1,8,2,0,0
0,0,1,0,20,2000,0,0,3,2,2,7,1,1,1,0
0,0,93,4262,1,211,0,0,3,3,3,8,1,1,0,0
3,0,29,528,0,114,0,0,3,2,4,1,6,1,0,0
0,0,4,0,20,2000,0,0,3,2,2,3,1,1,0,0
0,0,7,110,6,1429,0,0,3,3,2,8,1,1,0,0
0,0,15,1734,0,267,0,0,3,2,2,7,2,1,0,0
1,0,12,306,0,200,0,0,3,2,2,6,8,1,0,0
0,0,2,62,0,500,0,0,3,1,1,2,10,1,0,0
0,0,2,5,0,1000,0,0,3,2,2,3,1,1,0,0
0,0,14,199,1,680,0,0,3,1,1,9,1,1,0,0
0,0,17,504,0,213,33,0,3,2,2,3,1,1,0,0
24,5,34,1589,0,139,0,0,3,2,2,5,2,1,0,0
1,0,7,382,0,250,0,0,3,1,1,3,2,1,1,0
6,0,42,1174,0,54,19,0,3,2,2,3,8,2,1,1
6,0,33,879,0,205,19,0,3,2,2,1,2,1,0,1
0,1,35,1928,1,237,0,0,3,2,5,8,1,1,1,0
0,0,5,83,4,600,0,0,3,2,2,1,13,1,0,0
0,0,1,0,20,2000,0,0,3,1,1,1,3,1,1,0
2,7,76,2736,1,249,9,0,3,2,5,2,7,1,0,1
4,1,14,338,0,118,0,0,3,2,5,1,2,1,0,0
0,0,1,0,20,2000,0,0,3,3,2,1,3,1,0,0
10,4,72,4164,1,110,12,0,3,2,2,6,2,1,0,1
0,1,15,1729,2,165,0,0,3,1,1,6,1,1,0,0
0,0,6,255,0,84,0,0,3,1,2,8,2,1,1,0
0,0,13,450,0,154,0,0,3,3,2,1,10,1,0,0
1,0,11,244,0,182,0,0,3,3,2,1,3,1,0,0
6,0,33,2761,4,563,0,0,3,4,2,1,13,1,0,0
2,0,42,1504,1,311,0,0,3,2,2,6,1,1,0,0
2,0,10,592,2,160,0,0,3,3,2,1,2,1,0,0
2,0,12,403,0,25,0,0,3,2,2,7,1,1,0,0
5,1,33,1541,0,155,11,0,3,2,2,2,2,1,1,0
9,0,28,1562,1,300,4,0,3,2,2,7,10,1,0,1
1,0,15,1331,0,52,0,0,3,2,4,2,10,1,0,0
0,0,2,42,0,500,0,0,3,2,2,6,3,1,0,0
0,0,5,361,0,400,0,0,3,2,4,3,1,1,0,0
3,0,15,246,2,286,0,0,3,3,2,3,1,1,0,0
0,0,4,7,0,500,0,0,3,2,2,1,1,1,0,0
3,0,15,609,0,353,0,0,3,2,5,1,3,1,0,0
0,0,18,709,0,451,0,0,3,1,1,1,3,1,0,0
1,0,7,158,0,250,0,0,3,2,2,3,3,2,0,0
2,0,33,1124,1,220,11,0,3,2,2,3,13,1,0,0
0,0,19,927,2,297,0,0,3,2,2,2,1,1,1,0
0,0,39,2809,0,103,0,0,3,2,2,1,10,1,0,0
0,0,26,1686,1,347,0,0,3,2,2,6,3,1,1,0
1,1,69,2125,1,91,0,0,3,2,2,2,1,1,0,0
3,0,38,1273,1,202,9,0,3,2,4,2,2,1,0,0
2,0,30,475,0,33,0,0,3,1,1,3,2,1,1,0
7,0,7,181,0,200,0,0,3,2,2,1,2,2,1,0
2,0,43,1608,1,160,0,0,3,2,2,1,2,1,0,0
2,0,8,60,0,200,0,0,3,2,2,3,2,2,1,0
6,1,6,127,0,167,0,0,3,1,1,1,2,1,0,0
0,0,7,866,0,291,0,0,3,1,1,1,10,1,0,0
0,0,49,2613,0,96,0,0,3,2,2,1,1,1,0,0
0,0,22,851,0,167,0,0,3,1,1,1,2,1,0,0
4,0,13,557,0,17,27,0,3,1,1,1,2,1,0,1
0,0,9,187,0,223,0,0,3,2,2,1,2,1,1,0
7,6,194,6738,1,62,0,0,3,2,5,1,3,1,1,0
0,0,24,1763,1,167,0,0,3,2,2,2,1,1,0,0
7,3,140,8962,1,130,0,0,3,2,5,2,1,1,1,0
1,0,14,128,0,286,0,0,3,2,2,1,2,1,0,0
0,0,8,214,0,500,0,0,3,2,5,1,1,1,1,0
0,0,21,850,2,321,0,0,3,1,1,1,1,1,0,0
0,0,1,0,20,2000,0,0,3,2,2,2,3,1,0,0
2,0,13,77,2,286,0,0,3,2,2,9,1,1,0,0
0,0,2,73,5,1500,0,0,3,2,2,1,1,1,0,0
0,0,8,316,0,191,0,0,3,1,1,1,2,2,1,0
1,4,24,4115,0,36,21,0,3,1,1,1,2,2,0,1
1,1,54,1471,1,246,0,0,3,3,2,4,2,1,0,0
0,0,7,451,0,334,50,0,3,2,2,4,1,2,0,1
0,0,3,48,0,334,0,0,3,2,2,5,1,1,1,0
0,0,3,189,0,667,0,0,3,3,2,8,1,1,0,0
0,0,27,781,0,223,0,0,3,2,4,3,2,1,0,0
3,0,3,74,4,778,0,0,3,3,2,1,2,1,0,0
2,0,20,718,0,48,60,0,3,2,5,9,2,1,0,1
11,9,45,3642,1,144,8,0,3,2,2,1,2,1,0,1
0,0,1,0,20,2000,0,0,3,2,2,1,1,1,0,0
3,0,25,1041,0,243,0,0,3,4,1,1,2,1,1,0
1,0,13,834,0,56,0,0,3,2,2,3,2,1,1,0
0,0,1,0,20,2000,0,0,3,2,2,7,1,1,0,0
3,0,20,454,0,11,0,0,3,2,2,1,2,2,1,0
0,0,5,52,0,200,0,0,3,3,2,1,1,1,0,0
11,1,64,1230,0,25,55,0,3,2,2,1,2,2,0,0
0,0,28,1202,0,143,0,0,3,2,2,1,10,1,0,0
0,0,4,538,0,750,0,0,3,1,1,4,3,1,1,0
7,0,36,1776,0,90,5,0,3,1,1,1,10,1,0,1
1,0,7,638,4,459,0,0,3,1,1,1,3,1,0,0
5,1,10,559,0,143,0,0,3,3,2,7,8,2,0,0
0,0,3,190,4,1000,0,0,3,2,2,4,1,1,0,0
2,1,10,302,5,596,20,0,3,2,6,3,2,1,0,1
0,0,5,164,4,400,0,0,3,3,2,1,1,1,0,0
0,0,5,218,0,400,0,0,3,2,2,1,2,1,0,0
2,0,13,495,0,286,0,0,3,2,4,5,1,1,0,0
0,0,2,30,0,1000,0,0,3,3,2,4,1,1,0,0
2,2,37,797,0,243,4,0,3,2,2,7,2,1,0,1
1,0,9,315,0,400,0,0,3,1,1,6,9,2,1,0
2,0,49,790,1,151,0,0,3,3,2,7,1,1,0,0
0,0,19,423,2,457,0,0,3,2,2,1,3,1,0,0
0,0,7,362,0,286,0,0,3,2,2,1,1,1,0,0
0,0,18,629,0,56,0,0,3,1,1,2,2,1,1,0
1,1,11,840,2,500,0,0,3,1,1,4,2,1,0,0
0,0,31,5765,4,556,0,0,3,2,2,7,10,1,0,0
0,0,3,161,0,667,0,0,3,2,2,1,1,1,0,0
1,0,20,740,2,310,0,0,3,2,2,3,3,1,1,0
0,0,5,66,0,534,0,0,3,1,2,3,3,1,0,0
1,0,54,2377,0,51,0,0,3,2,2,9,10,1,0,0
0,0,2,22,0,1000,0,0,3,2,2,3,1,1,0,0
0,0,9,381,0,250,0,0,3,2,2,6,2,2,0,0
14,6,26,2560,2,175,20,0,3,1,2,1,2,1,0,0
0,0,23,554,4,696,0,0,3,2,2,3,1,1,0,0
0,0,37,651,1,190,0,0,3,2,2,3,1,1,0,0
0,0,1,0,20,2000,0,0,3,2,2,7,1,1,0,0
0,3,15,1958,0,63,0,0,3,1,1,1,1,1,1,0
0,0,2,0,20,2000,0,0,3,2,2,6,1,1,0,0
5,0,59,1661,0,118,6,0,3,3,2,2,1,1,0,0
0,0,8,170,8,800,0,0,3,1,1,7,3,1,1,0
0,0,4,47,10,1250,0,0,3,2,2,1,3,1,1,0
0,0,7,165,5,1000,0,0,3,2,2,2,3,1,0,0
1,0,0,0,0,667,0,0,3,4,1,8,6,1,0,0
0,0,14,407,0,72,0,0,3,2,4,1,1,1,0,0
4,0,23,571,1,241,0,0,3,1,2,7,8,1,0,0
0,0,37,1139,0,136,0,0,3,2,2,1,8,1,0,0
0,0,63,2778,0,141,0,0,3,2,2,3,1,1,0,0
5,0,26,464,0,14,0,0,3,2,2,3,2,2,0,0
0,0,1,0,20,2000,0,0,3,3,3,1,3,1,1,0
4,0,28,776,1,280,24,0,3,2,2,4,2,1,0,0
2,0,18,491,0,134,0,0,3,1,1,4,1,1,0,0
0,0,14,267,0,429,0,0,3,3,2,1,1,1,1,0
0,0,5,1306,6,1200,0,0,3,2,2,5,13,1,0,0
4,1,9,635,1,81,0,0,3,3,2,1,1,1,1,0
0,0,1,0,0,2000,0,0,3,2,2,1,1,1,0,0
6,0,22,1221,1,103,0,0,3,2,2,3,1,1,0,0
8,3,39,1751,0,87,0,0,3,2,2,1,1,1,0,0
1,0,43,1088,0,137,0,0,3,4,2,1,1,1,0,0
0,0,22,763,0,174,0,0,3,2,2,1,3,1,1,0
0,0,9,245,0,112,0,0,3,3,2,1,3,1,0,0
0,0,10,1010,3,445,0,0,3,2,2,1,1,1,0,0
0,0,2,32,0,1000,0,0,3,2,4,3,3,1,0,0
7,0,27,1343,1,234,29,0,3,2,2,1,3,1,0,1
2,1,33,1594,2,316,0,0,3,2,2,1,1,1,1,0
0,0,9,639,0,250,81,0,3,1,1,2,9,1,1,1
0,0,4,521,10,1500,0,0,3,3,3,7,10,1,0,0
1,3,17,546,0,48,0,0,3,3,6,1,1,1,1,0
0,0,8,378,2,250,0,0,3,3,2,4,11,1,1,0
0,0,14,184,0,48,0,0,3,3,2,3,3,1,0,0
0,0,5,84,4,600,0,0,3,2,2,2,1,1,0,0
5,0,18,495,0,200,33,0,3,3,2,1,2,1,0,1
8,0,62,1004,1,392,0,0,3,2,4,3,1,1,0,0
1,0,32,537,0,6,0,0,3,2,2,1,3,1,0,0
8,3,66,3026,2,256,7,0,3,3,2,3,6,1,0,1
2,0,24,424,0,12,0,0,3,1,1,3,10,2,0,0
0,0,5,172,0,200,0,0,3,1,1,1,2,1,0,0
1,2,67,1232,1,111,0,0,3,2,6,1,1,1,0,0
6,0,10,267,3,286,0,0,3,2,2,4,1,1,0,0
0,0,16,1533,0,63,0,0,3,2,2,7,1,1,0,0
1,2,36,1301,2,388,0,0,3,2,2,1,1,1,1,0
0,0,2,74,10,1500,0,0,3,3,2,1,3,1,0,0
3,2,28,805,2,442,8,0,3,2,5,9,2,1,0,0
1,0,19,735,2,445,0,0,3,2,10,1,1,1,0,0
2,0,44,3114,1,160,0,0,3,2,2,3,2,1,0,0
0,0,3,64,0,667,0,0,3,3,2,1,1,1,1,0
1,0,7,115,2,72,0,0,3,3,2,1,10,1,0,0
0,0,6,96,0,334,0,0,3,2,2,7,13,1,1,0
0,0,7,94,3,400,0,0,3,1,1,1,3,1,0,0
1,0,3,59,0,500,0,0,3,2,2,9,8,1,0,0
0,0,3,26,0,500,0,0,3,3,2,1,1,1,0,0
0,0,62,1137,0,36,0,0,3,1,1,1,3,1,1,0
6,6,47,2990,0,49,31,0,3,2,2,1,8,2,1,1
2,0,30,1725,2,325,0,0,3,2,2,3,1,1,1,0
8,4,14,334,0,100,15,0,3,1,1,1,2,1,1,1
1,0,21,335,0,234,0,0,3,2,2,1,1,1,0,0
0,0,9,356,0,42,18,0,3,2,4,1,2,1,0,1
5,0,11,457,0,36,0,0,3,3,2,4,2,2,0,0
0,0,15,1299,3,400,0,0,3,3,2,8,1,1,0,0
1,0,28,2259,1,465,0,0,3,2,2,3,3,1,1,0
2,0,65,2882,0,30,81,0,3,2,2,4,2,2,0,1
0,0,10,207,0,200,0,0,3,2,2,1,1,1,0,0
0,0,8,143,0,125,0,0,3,2,2,1,1,1,0,0
1,0,11,268,2,364,0,0,3,1,1,4,2,1,1,0
0,1,5,454,0,500,0,0,3,2,2,3,6,1,0,0
5,0,13,718,0,20,0,0,3,1,1,3,10,2,0,0
14,0,20,1070,0,130,0,0,3,2,5,1,3,1,1,0
0,0,27,808,3,420,0,0,3,2,2,3,1,1,0,0
0,0,15,477,0,200,0,0,3,2,2,2,1,1,0,0
6,0,11,135,2,54,0,0,3,3,2,1,8,2,1,0
3,0,16,314,0,527,0,0,3,2,5,7,2,1,0,0
0,0,5,59,8,1200,0,0,3,2,2,7,1,1,0,0
6,1,23,637,0,25,0,0,3,2,5,9,8,2,0,0
0,6,11,161,0,48,0,0,3,2,4,1,8,2,0,0
0,0,8,1577,0,250,0,0,3,1,1,1,2,1,0,0
2,0,11,661,0,167,0,0,3,2,2,1,3,1,0,0
0,0,7,169,0,572,0,0,3,2,2,3,3,1,1,0
0,0,6,90,0,667,0,0,3,2,4,3,3,1,0,0
4,0,37,2518,1,197,0,0,3,3,2,2,1,1,1,0
0,1,1,44,0,1000,0,0,3,2,2,6,2,1,1,0
0,0,5,29,0,400,0,0,3,2,2,7,2,1,0,0
0,0,2,86,0,1000,0,0,3,2,4,3,1,1,1,0
2,0,18,230,3,316,0,0,3,4,2,1,3,1,0,0
0,0,4,17,0,750,0,0,3,2,2,1,1,1,0,0
1,0,17,499,0,211,77,0,3,2,2,6,10,1,0,1
0,0,1,0,20,2000,0,0,3,2,2,2,1,1,0,0
5,2,33,1040,0,203,0,0,3,2,4,3,2,1,1,0
3,0,11,370,0,231,0,0,3,3,2,3,1,1,1,0
0,0,23,1669,0,174,0,0,3,2,4,7,2,1,0,0
0,0,3,45,0,667,0,0,3,1,1,3,1,1,0,0
0,0,6,140,0,334,0,0,3,3,2,1,1,1,0,0
1,0,5,97,0,112,0,0,3,3,2,1,9,2,1,0
4,0,13,251,0,307,0,0,3,3,2,1,11,1,0,0
2,0,17,222,0,18,0,0,3,2,2,4,2,2,0,0
0,0,12,127,2,417,0,0,3,2,2,9,1,1,0,0
4,0,17,230,2,315,0,0,3,1,1,1,1,1,0,0
0,0,7,371,3,572,0,0,3,2,2,2,3,1,0,0
5,1,27,1584,0,283,40,0,3,2,2,4,2,1,0,0
9,0,27,400,0,92,0,0,3,1,1,7,2,2,0,0
1,1,12,457,2,405,0,0,3,2,2,9,6,1,1,0
0,0,3,24,7,1334,0,0,3,3,2,3,1,1,1,0
0,0,5,181,2,200,0,0,3,1,1,1,3,1,1,0
0,0,15,582,0,72,0,0,3,2,5,1,2,1,0,0
0,0,13,575,0,616,0,0,3,2,2,8,1,1,0,0
0,0,5,56,0,800,0,0,3,2,2,1,1,1,0,0
0,0,16,1011,0,250,0,0,3,2,2,1,1,1,0,0
0,0,15,140,3,534,0,0,3,2,2,6,1,1,0,0
1,0,16,609,2,267,53,0,3,3,2,1,11,1,0,1
0,0,6,1251,4,667,0,0,3,3,2,1,1,1,0,0
0,0,14,265,0,72,0,0,3,2,2,1,10,1,0,0
6,2,54,1510,0,68,7,0,3,2,2,7,2,2,0,0
0,0,22,357,0,167,0,0,3,2,2,2,8,1,0,0
2,0,19,599,0,27,0,0,3,3,2,2,9,2,1,0
0,0,4,298,10,1500,0,0,3,2,2,1,13,1,0,0
4,0,31,1142,0,61,11,0,3,1,1,1,1,1,0,1
0,0,6,93,0,334,0,0,3,1,2,8,2,1,0,0
2,0,40,1210,1,163,0,0,3,1,1,2,2,1,0,0
0,0,1,0,20,2000,0,0,3,3,2,2,10,1,0,0
0,0,2,67,0,1000,0,0,3,1,1,4,1,1,0,0
3,1,30,1108,0,178,36,0,3,3,2,3,1,1,1,1
7,3,19,4997,1,260,14,0,3,2,4,8,2,1,0,1
3,0,15,937,2,938,0,0,3,2,4,3,1,1,0,0
0,0,16,667,0,143,0,0,3,2,2,1,2,2,0,0
2,0,6,171,0,72,0,0,3,3,2,7,1,1,0,0
0,0,37,1119,0,82,0,0,3,1,1,1,2,1,1,0
0,0,2,86,0,500,0,0,3,1,1,1,9,1,1,0
2,0,28,1207,0,233,5,0,3,2,2,1,2,1,0,1
5,0,24,2175,1,175,27,0,3,3,2,3,1,1,0,0
0,0,2,31,0,500,0,0,3,3,2,4,10,1,0,0
0,0,6,330,7,1000,0,0,3,3,2,8,10,1,0,0
0,0,13,438,7,1026,0,0,3,1,1,3,3,1,0,0
1,2,110,3212,1,130,0,0,3,2,2,1,2,1,0,0
0,0,59,3037,0,212,0,0,3,2,2,6,13,1,1,0
0,0,9,641,0,112,0,0,3,3,2,7,1,1,1,0
0,0,30,481,1,250,0,0,3,2,2,7,1,1,0,0
7,0,32,1351,0,179,0,0,3,2,2,1,8,1,1,0
0,0,7,38,0,429,0,0,3,2,2,3,1,1,0,0
0,0,12,977,2,417,0,0,3,2,2,7,1,1,0,0
0,0,8,71,3,612,0,0,3,1,2,8,1,1,0,0
7,0,60,2127,1,171,0,0,3,3,2,4,2,1,0,0
0,0,44,1112,0,69,0,0,3,4,1,4,3,1,1,0
5,0,19,410,0,104,0,0,3,3,2,2,3,2,0,0
0,0,2,171,0,1000,0,0,3,3,2,2,2,1,1,0
4,0,12,402,0,160,0,0,3,2,2,1,8,2,0,0
0,0,10,424,0,100,0,0,3,2,2,5,2,1,0,0
0,0,2,115,0,500,0,0,3,3,3,1,9,1,1,0
3,0,10,428,0,154,0,0,3,3,2,9,3,1,0,0
0,0,39,610,0,52,0,0,3,2,2,2,2,1,1,0
0,0,12,548,0,334,0,0,3,2,2,1,3,1,0,0
8,3,60,2063,2,266,2,0,3,1,1,4,2,1,0,1
6,0,49,1078,0,151,0,0,3,3,2,1,2,1,0,0
0,0,2,19,0,1000,0,0,3,2,2,1,3,1,0,0
0,0,20,1607,1,348,0,0,3,2,2,2,1,1,0,0
2,0,21,776,0,91,0,0,3,4,1,1,2,1,1,0
0,0,13,974,0,462,0,0,3,2,2,1,1,1,1,0
0,0,4,32,0,750,0,0,3,3,2,6,1,1,0,0
0,0,24,728,0,167,0,0,3,2,2,3,1,1,0,0
1,1,14,711,0,178,0,0,3,2,2,1,1,1,0,0
0,0,48,3645,0,167,18,0,3,2,2,7,2,1,0,0
0,1,41,1090,0,59,0,0,3,2,2,3,2,2,0,0
0,0,14,494,0,429,0,0,3,4,1,1,3,1,0,0
6,0,84,2567,0,76,17,0,3,2,2,7,2,1,0,0
3,2,18,1050,3,397,14,0,3,3,2,2,3,1,1,1
0,0,1,0,20,2000,0,0,3,3,2,1,1,1,0,0
3,2,4,139,0,125,0,0,3,3,2,1,10,1,0,0
4,0,19,686,0,178,7,0,3,3,2,7,2,1,1,1
0,0,8,759,3,500,0,0,3,1,1,1,1,1,0,0
2,0,46,1853,0,58,0,0,3,2,2,2,3,1,0,0
3,0,36,2517,0,55,27,0,3,2,10,2,2,1,1,1
0,0,19,752,0,28,14,0,3,2,2,1,2,1,1,1
8,1,35,1550,1,193,0,0,3,2,2,1,2,1,1,0
6,0,12,203,3,292,0,0,3,3,2,1,1,1,1,0
0,0,29,670,2,173,0,0,3,1,2,6,2,1,0,0
0,0,7,95,2,620,0,0,3,2,6,1,1,1,0,0
1,5,62,1089,1,73,11,0,3,3,2,1,9,1,1,1
3,0,9,2151,0,182,11,0,3,2,5,1,1,1,0,1
0,0,12,131,0,84,0,0,3,2,2,1,10,1,0,0
4,2,56,2867,0,105,86,0,3,2,2,2,2,1,1,0
2,0,19,609,1,420,0,0,3,2,2,1,1,1,0,0
0,0,7,361,0,334,0,0,3,1,1,1,2,2,1,0
0,0,2,7,0,1000,0,0,3,2,5,6,1,1,0,0
6,1,132,4057,1,193,0,0,3,2,2,8,2,1,0,0
0,0,4,46,0,500,0,0,3,2,2,1,3,1,0,0
0,0,1,0,20,2000,0,0,3,2,2,2,10,1,0,0
8,3,34,772,1,309,0,0,3,2,4,1,1,1,0,0
0,0,5,112,0,200,0,0,3,3,2,1,2,1,1,0
6,0,29,492,0,34,0,0,3,2,2,1,2,2,1,0
0,0,2,14,0,1000,0,0,3,2,2,6,3,1,0,0
2,1,22,603,0,87,0,0,3,2,2,1,2,2,1,0
2,0,7,78,0,223,0,0,3,1,1,2,2,1,0,0
3,0,2,4,0,400,0,0,3,2,5,1,1,1,0,0
0,2,9,104,2,619,0,0,3,3,2,1,1,1,0,0
0,0,1,0,20,2000,0,0,3,1,1,8,1,1,0,0
2,0,4,125,0,167,0,0,3,3,2,2,1,1,0,0
0,0,24,388,3,381,0,0,3,2,2,3,3,1,0,0
2,0,3,23,0,400,0,0,3,2,4,9,2,1,0,0
0,0,3,249,0,667,0,0,3,2,4,9,3,1,0,0
4,2,19,346,0,58,0,0,3,3,2,3,8,2,1,0
1,2,13,1001,0,134,0,0,3,2,2,1,1,1,0,0
0,0,8,71,3,500,0,0,3,2,2,9,10,1,0,0
4,0,20,1298,0,187,41,0,3,2,2,3,2,2,0,0
0,0,4,76,0,500,0,0,3,2,2,1,1,1,1,0
0,0,2,57,0,1000,0,0,3,3,2,1,1,1,1,0
2,2,27,1687,1,236,8,0,3,2,6,7,2,1,0,0
3,0,10,371,0,167,0,0,3,1,1,7,10,1,0,0
0,0,4,738,10,1500,0,0,3,2,5,4,2,1,1,0
0,0,13,89,5,1000,0,0,3,2,2,2,1,1,0,0
0,0,5,165,6,600,0,0,3,3,2,2,1,1,0,0
0,1,24,2245,1,280,0,0,3,2,2,1,1,1,0,0
0,0,2,5,0,1000,0,0,3,2,2,9,1,1,0,0
5,3,50,3247,0,39,0,0,3,2,2,3,2,2,0,0
7,5,62,1574,0,46,0,0,3,2,2,6,3,1,1,0
2,0,26,780,2,345,13,0,3,1,1,3,1,1,1,1
3,0,115,2626,0,41,0,0,3,2,5,6,1,1,0,0
12,3,43,3267,1,438,3,0,3,1,1,1,10,1,0,0
